UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U106550,3,7,1168,pr100281,Android,pr100281,5,4
U106551,2,13,277,pr100017,Windows,pr100017,9,34
U106552,1,1,1302,pr100025,Android,pr100025,2,1
U106553,0,2,85,Pr100200,Android,Pr100200,0,0
U106554,4,8,1219,pr100719,Windows,Pr100902,2,10
U106555,1,1,297,Pr100017,Windows,Pr100017,1,2
U106556,1,2,1795,Pr100055,Windows,Pr100055,1,1
U106557,1,2,84,Product101,Windows,Product101,0,2
U106558,0,2,504,pr100202,Windows,Product101,0,0
U106559,2,3,273,Pr100085,Windows,Pr100085,4,0
U106560,1,1,836,Pr100823,Windows,Pr100823,0,1
U106561,2,6,403,Pr100551,Windows,Pr100551,3,5
U106562,1,9,372,Pr100017,Windows,pr100133,7,13
U106564,0,1,190,Pr101200,Windows,Pr101200,0,0
U106565,5,4,375,Pr101832,Windows,Pr101832,10,5
U106566,2,3,362,Pr100166,Windows,Pr100166,2,7
U106567,1,3,441,pr100706,Windows,pr100706,1,0
U106568,1,1,1439,Pr100549,Android,Pr100549,1,0
U106569,3,11,635,pr100119,Windows,pr100348,8,27
U106570,0,0,119,Product101,"Mac OS X",Product101,0,0
U106572,4,10,413,Pr100339,Windows,Pr100339,3,109
U106573,3,2,1379,Pr100166,Windows,Pr100166,5,4
U106574,2,6,320,Pr100025,Windows,Pr100025,3,127
U106575,1,1,182,pr100567,android,pr100567,1,0
U106576,1,1,604,Product101,Android,Product101,0,0
U106577,3,12,377,Pr100062,Windows,Pr100062,10,10
U106578,3,17,100,Pr100401,Windows,Pr100401,14,18
U106579,1,1,57,Pr100010,Android,Pr100010,2,0
U106580,1,3,782,Pr100352,Android,Pr100352,1,0
U106581,1,2,1042,Pr100017,Android,Pr101258,2,1
U106582,0,0,112,Pr100166,windows,Pr100166,0,0
U106583,2,1,85,Pr100676,android,Pr100676,2,0
U106584,3,5,164,Pr100047,Windows,Pr100047,5,2
U106585,1,1,121,Pr100017,Windows,Pr100017,1,0
U106586,1,1,53,Pr100192,Windows,Pr100192,1,0
U106587,1,2,327,Product101,Windows,Product101,0,2
U106588,4,3,108,Pr100676,Android,Pr100676,2,0
U106589,1,1,184,Product101,Android,Product101,0,1
U106590,1,1,402,Pr100854,Android,Pr100854,1,0
U106591,1,1,292,Pr100017,linux,Pr100017,1,0
U106592,1,2,1137,pr100025,Android,pr100025,2,6
U106593,2,10,260,pr100017,Android,Pr103384,4,5
U106594,2,2,283,Pr100549,Android,Pr100549,1,1
U106595,2,2,454,Pr100017,Android,Pr100017,1,3
U106596,2,3,1061,Pr100308,Windows,Pr100308,2,1
U106597,1,1,162,Pr100609,Android,Pr100609,1,0
U106598,1,1,886,Pr100219,Android,Pr100219,1,0
U106599,0,0,523,Product101,Android,Product101,0,0
U106600,1,1,209,Product101,Windows,Product101,0,1
U106601,1,1,190,Pr100017,Android,Pr100017,1,0
U106602,0,0,48,Product101,Android,Product101,0,0
U106603,0,4,75,Pr100017,Windows,pr100102,0,0
U106604,1,5,1000,Pr100017,Android,Pr100017,0,6
U106605,1,3,117,Pr100017,Windows,Pr100017,1,1
U106606,2,3,84,pr100102,Android,pr100102,2,0
U106607,2,3,1461,pr100446,Windows,pr100446,2,29
U106608,1,1,922,pr100025,Android,pr100025,1,2
U106609,2,3,388,Pr100193,Windows,Pr100193,1,0
U106610,1,1,1182,Pr100484,Android,Pr100484,2,0
U106611,2,6,85,Pr100363,Android,Pr100363,3,4
U106613,2,6,730,Pr100102,Windows,pr100763,4,6
U106614,0,0,45,Product101,Windows,Product101,0,0
U106615,1,1,62,pr100025,Android,pr100025,1,0
U106616,2,2,222,Pr100138,Android,Pr100138,5,0
U106617,2,1,287,Pr100099,Android,Pr100099,1,0
U106618,2,4,63,Pr100017,Android,pr101030,4,5
U106619,1,1,60,pr100200,Android,pr100200,1,2
U106620,3,4,1034,Pr100028,Windows,Pr100028,3,3
U106621,3,3,237,pr100190,Windows,pr100190,2,5
U106622,2,3,121,Pr100017,Android,Pr100017,3,3
U106623,1,1,413,Product101,Android,Product101,1,0
U106624,4,13,168,pr100677,Windows,pr100677,9,5
U106625,2,11,240,Pr100044,Windows,pr100200,10,20
U106626,2,4,270,pr100017,Android,pr100017,3,4
U106627,1,1,395,Product101,android,Product101,0,0
U106629,1,1,97,Pr100017,Android,Pr100017,1,0
U106630,2,2,69,pr100182,Android,pr100182,1,0
U106631,2,2,51,Pr100010,android,Pr100010,3,0
U106632,1,1,249,Pr100005,Windows,Pr100005,1,3
U106633,2,3,591,Pr100017,Android,Product101,2,2
U106634,3,7,813,Pr100166,Windows,Pr100166,7,11
U106635,1,1,2301,Pr100342,Windows,Pr100342,1,0
U106636,1,2,82,Pr100838,Android,Pr100838,1,3
U106638,1,2,93,pr101421,Windows,pr101421,1,1
U106639,6,5,346,Pr101039,Windows,Pr101039,9,45
U106640,3,3,417,Pr100885,Windows,Pr100885,5,0
U106641,2,2,702,pr100013,Windows,pr100013,3,4
U106642,1,1,63,Pr100026,Windows,Pr100026,1,1
U106643,0,0,267,pr100413,Android,pr100413,0,0
U106644,3,11,99,Pr100036,Windows,pr100051,9,8
U106645,5,6,91,Pr100113,Windows,Pr100113,3,12
U106646,4,6,265,Pr100578,Windows,Pr100578,3,0
U106647,2,2,56,Pr100115,Android,Pr100115,1,1
U106648,2,6,306,Pr101111,Android,Pr101111,2,0
U106649,4,7,739,Pr100060,Windows,Pr100060,5,1
U106650,5,4,68,pr100481,Windows,pr100481,9,0
U106651,3,6,67,Pr100044,Windows,Product101,5,7
U106652,0,0,580,Product101,"Mac OS X",Product101,0,0
U106653,2,8,80,Pr100169,Windows,Pr100169,4,0
U106654,2,3,823,Pr100962,"mac os x",Pr100962,2,16
U106655,2,3,1125,pr100017,Linux,pr100017,3,2
U106656,3,7,222,Pr100039,Android,Pr100039,6,2
U106657,1,1,279,Pr100106,Windows,Pr100106,1,0
U106658,1,4,667,Pr100166,Windows,Pr100166,1,3
U106659,1,1,182,Product101,Android,Product101,0,1
U106661,1,1,1099,Product101,Android,Product101,0,0
U106662,1,1,44,Pr100567,Android,Pr100567,1,0
U106663,1,4,186,Pr102511,Android,Pr102511,1,0
U106664,0,0,83,Product101,Windows,Product101,0,0
U106665,3,3,660,Pr101029,Windows,Pr101029,1,3
U106666,1,3,130,pr100102,Android,Pr101330,2,3
U106667,4,8,1510,Pr100152,"Mac OS X",Pr100152,8,10
U106668,2,6,165,Pr100533,Android,Pr100533,1,1
U106669,2,4,60,Pr100472,Android,Pr100472,3,0
U106670,3,3,63,pr100102,Android,pr100102,3,8
U106671,4,10,170,Pr100003,Android,Pr100197,11,1
U106672,2,3,137,Pr100209,Windows,Pr100209,2,2
U106673,2,4,130,Pr100141,Windows,Product101,1,6
U106674,1,2,674,Pr100017,Android,Pr100108,6,2
U106675,2,2,396,Pr100320,Windows,Pr100320,3,4
U106676,2,7,1727,Pr100560,Windows,Pr100560,3,0
U106677,0,0,136,Pr100151,iOS,Pr100151,0,0
U106678,1,3,541,Pr100453,Windows,Pr100453,1,0
U106679,4,5,194,Pr100025,Android,Pr100025,6,0
U106680,1,1,64,Pr100182,Android,Pr100182,1,2
U106681,2,2,130,Pr100017,Android,Pr100017,2,6
U106682,1,7,621,Pr100085,Windows,Pr100085,2,4
U106683,1,3,199,pr100642,Windows,pr100642,1,0
U106684,2,3,313,Pr100200,Linux,Product101,1,1
U106685,1,1,53,Product101,Windows,Product101,0,0
U106686,1,1,62,Pr100020,Windows,Pr100020,1,0
U106687,2,3,47,pr100936,Windows,pr100936,3,9
U106689,1,1,71,Product101,iOS,Product101,0,0
U106690,6,12,310,pr100369,Android,pr100369,11,8
U106691,1,9,1113,Pr100080,Android,Pr100080,5,5
U106692,6,7,52,Pr100025,Android,Pr100025,9,1
U106693,4,11,183,pr100064,windows,pr100064,13,22
U106694,1,2,265,Pr100209,Windows,Pr100209,3,2
U106695,1,2,162,Pr100015,Android,Pr100015,0,1
U106696,0,0,270,pr100320,Android,pr100320,0,0
U106697,4,17,76,Pr100010,Android,Pr100010,9,4
U106698,1,1,88,pr100017,Windows,pr100017,1,2
U106699,1,7,205,Pr100025,Linux,Pr100025,1,0
U106701,3,5,47,Pr101347,"Mac OS X",Pr101347,3,1
U106702,3,16,52,Pr100386,Android,Pr100386,4,1
U106703,1,1,1020,Pr100180,Windows,Pr100180,0,1
U106704,3,6,404,pr100094,Windows,pr100094,1,2
U106705,1,1,404,Product101,Android,Product101,0,1
U106706,3,4,320,pr101347,Ubuntu,pr101347,2,4
U106707,1,2,1413,Pr100200,"Mac OS X",Pr100200,1,3
U106709,3,4,86,Pr100182,Android,Pr100182,4,1
U106710,1,1,412,Pr100017,"Mac OS X",Pr100017,1,1
U106711,3,4,1066,Pr100234,Android,Pr100234,3,0
U106712,1,2,49,Pr100017,Windows,pr101207,2,0
U106713,2,1,330,Pr100036,Android,Pr100036,1,3
U106714,1,1,170,Product101,Windows,Product101,0,0
U106715,1,3,439,pr100085,Windows,Product101,1,1
U106716,1,1,70,Product101,"Mac OS X",Product101,1,0
U106718,1,1,604,Product101,Android,Product101,0,1
U106719,3,2,NULL,Pr100166,Android,Pr100166,4,0
U106720,1,3,152,Pr100102,Android,Pr100102,0,5
U106721,1,3,810,Pr100341,Windows,Pr100341,1,0
U106722,1,1,101,Product101,Windows,Product101,0,0
U106723,1,5,121,Pr100017,Windows,pr100122,3,10
U106724,1,1,111,Pr100113,Windows,Pr100113,1,0
U106725,2,6,310,pr101168,Linux,pr101168,1,3
U106726,2,4,1387,pr100017,Windows,pr100017,4,1
U106727,5,9,926,Pr100025,Android,Pr100025,8,0
U106728,2,5,165,pr100266,Windows,pr100266,1,2
U106729,1,4,286,Pr100017,Windows,Pr100017,1,1
U106730,1,1,346,Pr103707,Android,Pr103707,1,0
U106731,3,3,846,pr100097,Windows,pr100097,6,5
U106732,1,1,64,Pr101822,Android,Pr101822,2,1
U106733,2,2,201,Pr100277,"Mac OS X",Pr100277,1,4
U106734,4,16,2088,Pr100080,Windows,Product101,9,90
U106735,3,6,NULL,Pr101647,Android,Pr101647,4,0
U106736,3,7,111,Pr100017,Windows,Pr100515,5,5
U106737,2,3,356,Pr100166,Windows,Pr100595,4,17
U106738,3,3,1600,Pr100498,android,Pr100498,3,0
U106739,1,2,211,Pr100359,Android,Pr100359,1,0
U106740,3,29,1051,pr100390,Windows,pr100390,4,6
U106741,2,1,1642,Pr100513,Windows,Pr100513,1,4
U106742,2,2,94,pr100184,Android,pr100184,2,0
U106743,2,4,1103,pr100051,"Mac OS X",pr100051,2,3
U106744,1,1,662,Pr100133,Linux,Pr100133,1,1
U106745,1,1,286,Product101,Windows,Product101,0,4
U106746,3,8,1772,Pr100253,"Mac OS X",pr100606,4,2
U106747,6,8,209,pr101406,Windows,pr101406,8,9
U106748,1,2,414,Pr100196,Windows,Pr100196,1,0
U106749,1,2,312,pr100962,Windows,pr100962,1,0
U106750,4,5,972,pr100246,Android,Pr101049,5,5
U106751,1,4,833,Pr100515,android,Pr100515,1,0
U106753,3,10,75,Pr100102,windows,Pr101304,7,49
U106754,2,3,340,pr100369,Android,Product101,2,1
U106755,0,0,125,Product101,Windows,Product101,0,0
U106756,4,2,57,Pr100363,Android,Pr100363,5,0
U106757,1,4,NULL,pr100025,iOS,pr100025,1,0
U106758,2,5,73,Pr100073,Android,Pr100073,1,1
U106759,1,2,123,Product101,Android,Product101,0,1
U106760,2,10,2099,Pr100560,Windows,Pr100560,4,1
U106761,2,3,784,pr100054,Windows,pr100054,3,1
U106762,2,1,844,Pr100083,Windows,Pr100083,1,1
U106763,3,4,63,pr100788,Android,Pr101686,3,1
U106764,3,7,807,Pr100234,Windows,Pr100234,7,8
U106765,2,3,659,Pr100673,Windows,Pr100673,2,1
U106766,1,1,337,Pr100017,Windows,Pr100017,1,2
U106767,1,2,92,pr101218,Android,pr101218,0,0
U106768,0,0,447,Product101,Windows,Product101,0,0
U106769,1,3,726,Pr100562,android,Pr100562,1,0
U106770,5,3,466,pr100003,windows,pr100003,4,16
U106771,2,3,48,Pr100017,"Mac OS X",Pr100017,1,5
U106772,1,1,707,Pr100119,Android,Pr100119,1,2
U106773,2,3,74,Pr100470,Android,Pr100470,3,0
U106774,1,1,47,Pr101211,Windows,Pr101211,1,0
U106775,3,5,81,pr100894,Android,pr100894,3,0
U106776,1,1,1517,pr100074,"Mac OS X",pr100074,1,0
U106777,3,10,270,Pr100166,Windows,Pr100166,4,4
U106778,1,2,292,Pr100044,Android,Pr100044,1,1
U106779,1,4,144,Pr100044,Linux,Pr100044,4,2
U106780,2,3,714,Pr100025,Android,Pr100025,2,1
U106781,0,3,525,pr100404,Android,Product101,0,0
U106782,2,2,76,Pr100328,"Mac OS X",Pr100328,2,0
U106783,2,3,106,Pr100017,Windows,Pr100017,2,3
U106784,3,4,847,pr100236,Android,pr100236,3,1
U106785,1,4,470,Pr100735,Windows,Pr100735,1,0
U106786,1,8,NULL,Pr100975,Windows,Pr100975,1,0
U106787,2,3,825,Pr100052,windows,Pr100134,4,0
U106788,1,2,NULL,pr101159,Windows,pr101159,1,0
U106789,0,3,43,Pr100102,Windows,Pr100102,0,0
U106790,1,2,55,Pr100200,Android,Pr100200,1,0
U106791,2,4,698,Pr100121,Windows,Pr100121,0,7
U106792,1,2,62,Pr100017,Windows,Pr100017,2,0
U106793,3,7,50,Pr100194,Windows,Pr100194,5,5
U106794,1,1,323,Product101,Windows,Product101,0,2
U106795,3,5,650,Pr100017,Windows,Pr100017,4,7
U106796,2,2,375,Pr100102,Android,Pr100102,3,1
U106798,2,6,2257,pr100025,Windows,Pr101746,3,2
U106799,2,3,83,pr100359,"Mac OS X",pr100359,2,0
U106800,1,1,105,pr100481,Windows,pr100481,1,0
U106802,4,9,545,Pr100390,Windows,Pr100390,7,6
U106803,2,3,66,Pr100182,Android,Pr100182,3,0
U106804,1,1,50,Pr100234,Android,Pr100234,1,0
U106805,1,1,72,Pr101487,android,Pr101487,2,1
U106806,1,1,93,pr100274,"Mac OS X",pr100274,1,0
U106807,1,1,45,pr100469,Windows,pr100469,1,0
U106808,2,2,1618,pr100674,Android,Product101,2,0
U106809,7,11,62,pr100234,Android,Product101,14,0
U106810,4,17,329,pr100941,Windows,pr100941,10,8
U106811,3,7,1722,Pr100072,Windows,Pr100072,4,3
U106812,2,8,173,Pr100352,Windows,Pr100352,2,0
U106813,0,1,46,Product101,Windows,Product101,0,0
U106814,1,1,134,Pr100014,Android,Pr100014,1,0
U106815,2,2,271,Pr100975,Android,Pr100975,1,2
U106816,0,1,1033,Pr100852,Android,Pr100852,0,0
U106818,1,2,861,Pr100498,Android,Pr100498,3,0
U106819,0,0,1108,Product101,Android,Product101,0,0
U106820,1,1,160,Product101,windows,Product101,0,0
U106821,4,4,209,Pr100334,windows,Pr100334,3,9
U106822,2,2,1391,Pr100021,Windows,Pr100021,1,5
U106823,1,1,109,pr100187,android,pr100187,1,0
U106824,2,4,83,Pr100182,Android,Pr100182,5,2
U106825,1,2,712,Pr101295,"Mac OS X",Pr101295,2,2
U106826,2,2,811,Pr100224,Windows,Pr100224,1,2
U106827,1,8,50,Pr100287,Windows,Pr100732,4,30
U106828,1,1,85,Pr100025,android,Pr100025,1,0
U106829,3,10,215,pr100365,Windows,Pr100661,7,8
U106830,3,5,1393,pr101034,Windows,pr101034,2,0
U106831,1,1,103,pr101602,Windows,pr101602,1,0
U106832,2,8,125,Pr100017,Windows,pr100044,3,4
U106833,2,6,837,pr100166,Windows,pr100166,3,4
U106834,1,3,75,Pr100182,Linux,Pr100182,2,21
U106835,2,2,88,pr100219,Windows,pr100219,2,0
U106836,0,2,75,Product101,"Mac OS X",Product101,0,0
U106837,3,1,561,Pr100102,Android,Pr100102,4,0
U106838,2,11,425,pr100044,Windows,Product101,18,7
U106839,4,6,89,Pr100025,Android,Pr100025,8,2
U106840,2,6,179,Pr100047,Windows,Pr100047,2,0
U106841,0,0,89,Product101,Windows,Product101,0,0
U106842,1,4,156,pr100234,android,pr100234,1,0
U106843,1,1,72,Pr100636,Windows,Pr100636,1,0
U106844,3,7,78,Pr100044,Windows,Pr100044,4,15
U106845,3,7,53,pr100025,Android,pr100025,6,4
U106846,0,1,52,pr100258,Android,pr100258,0,0
U106847,1,1,59,Product101,Android,Product101,1,0
U106848,3,2,1024,pr100401,Windows,pr100401,4,8
U106849,1,1,50,pr100152,Windows,pr100152,1,0
U106850,4,9,69,Pr100043,Windows,Pr100043,12,6
U106851,2,2,53,Pr100010,android,Pr100010,3,0
U106852,1,2,108,Product101,Windows,Product101,0,6
U106853,2,1,1579,pr100340,Windows,pr100340,3,3
U106854,0,1,400,Pr100319,Android,Pr100319,0,0
U106855,2,3,1743,Pr100277,Android,Pr100277,0,2
U106857,1,1,1725,Product101,Windows,Product101,0,5
U106858,1,1,54,Pr101238,Windows,Pr101238,1,0
U106859,1,1,181,Pr100736,windows,Pr100736,1,0
U106860,1,1,287,pr100017,Android,pr100017,1,0
U106861,4,4,114,Pr100023,windows,Pr100023,9,18
U106862,1,3,311,Pr100147,Android,Pr100147,0,2
U106863,2,5,265,Pr100102,Android,pr100708,4,4
U106864,1,1,1068,pr100138,Linux,pr100138,1,0
U106865,1,1,58,Pr100386,Windows,Product101,1,0
U106866,1,1,93,pr100276,Windows,pr100276,1,0
U106867,2,2,61,pr100788,Android,pr100788,1,0
U106868,1,2,50,pr100025,Android,pr100025,1,0
U106869,1,1,48,Pr100025,Android,Pr100025,1,1
U106870,1,1,89,Pr100606,Android,Pr100606,1,1
U106871,1,1,168,Pr100018,Android,Pr100018,1,0
U106872,2,10,66,Pr100212,Windows,Pr100212,2,0
U106873,1,3,521,Pr100200,"Mac OS X",Pr100498,2,3
U106874,5,6,539,Pr100189,Windows,Pr100189,3,201
U106875,1,1,379,Pr100471,Windows,Pr100471,0,1
U106876,1,1,377,Pr100533,Android,Pr100533,1,0
U106877,3,7,312,Pr100166,Windows,Pr100390,9,11
U106878,4,1,131,Pr100052,windows,Pr100052,3,5
U106879,1,1,227,Product101,iOS,Product101,0,1
U106880,5,15,60,Pr100047,"Mac OS X",Pr102951,12,28
U106881,1,1,377,pr100017,Android,pr100017,1,1
U106882,2,3,307,pr100436,"Mac OS X",pr100436,1,1
U106883,1,1,302,pr100209,Windows,pr100209,1,2
U106884,1,3,681,Pr100838,Windows,Pr100838,1,0
U106885,1,2,89,Pr100374,Windows,Pr100374,1,1
U106886,2,2,155,Pr100170,Android,Pr100170,1,0
U106887,1,2,47,pr100025,Windows,pr100025,1,0
U106888,5,12,124,Pr100134,windows,Pr100924,9,21
U106889,0,0,63,Pr100633,Android,Pr100633,0,0
U106890,1,5,323,Pr100397,Windows,Pr100397,0,5
U106891,1,1,198,Pr100119,Windows,Pr100119,1,0
U106892,1,8,84,Pr100089,Android,Pr100089,1,1
U106893,2,3,133,pr100095,Android,pr100359,3,2
U106894,1,2,96,Product101,Android,Product101,1,1
U106895,1,1,47,Pr100089,Android,Pr100089,1,0
U106896,2,2,66,pr100099,Windows,pr100099,2,5
U106897,2,1,1460,Pr100102,Android,Pr100102,3,0
U106898,1,3,206,Pr100151,"Mac OS X",Pr100151,2,1
U106899,2,2,44,pr100498,Android,pr100498,2,0
U106900,1,7,555,Pr100017,"Mac OS X",Pr101045,7,13
U106901,1,3,69,pr100025,Android,pr100025,1,0
U106902,2,2,153,Pr101108,"Mac OS X",Pr101108,1,40
U106903,0,0,485,pr100580,Windows,pr100580,0,0
U106904,2,2,NULL,pr100088,Android,Product101,3,3
U106905,1,2,381,Product101,Android,Product101,0,3
U106906,3,4,823,Pr101772,Windows,Product101,3,0
U106907,1,1,105,Pr100896,Android,Pr100896,1,0
U106908,2,4,186,Pr100209,ios,Pr100209,3,14
U106909,2,2,88,Pr100134,Linux,Pr100134,4,2
U106910,1,1,352,Product101,Windows,Product101,0,0
U106911,1,1,399,pr100673,"Mac OS X",pr100673,1,0
U106912,1,2,58,pr100036,Windows,pr100036,2,1
U106913,3,5,435,Pr100241,Android,Pr100241,3,5
U106914,1,1,271,Pr100010,Android,Pr100010,1,0
U106915,1,5,659,pr100014,Windows,pr100014,1,0
U106916,2,4,49,Pr100853,Windows,Pr100853,1,3
U106917,1,4,978,Pr100044,Windows,Pr101575,3,3
U106918,1,1,46,pr100128,Windows,pr100128,4,7
U106919,1,1,256,pr100844,Windows,pr100844,1,0
U106920,2,5,643,Pr100498,Windows,Pr100498,2,4
U106921,2,6,62,pr100025,Android,pr100025,3,5
U106922,1,7,1496,Pr100072,Windows,pr101062,4,13
U106923,1,2,802,Pr101029,Android,Pr101029,2,0
U106924,1,1,830,Pr100591,Windows,Pr100591,1,0
U106925,3,4,NULL,Pr100606,Windows,Pr100606,3,1
U106927,1,3,405,Pr100234,Android,Pr100234,1,2
U106928,3,14,296,Pr100044,Windows,Pr100044,18,61
U106929,1,1,57,Product101,android,Product101,0,1
U106930,0,2,57,Product101,Windows,Product101,0,0
U106931,1,1,79,Product101,Android,Product101,1,0
U106932,2,7,58,pr100636,Windows,pr100636,3,0
U106933,1,1,80,Pr100106,Windows,Pr100106,1,0
U106934,1,1,276,pr100017,Windows,pr100017,1,0
U106935,1,2,97,Pr100578,Windows,Pr100578,1,2
U106936,1,1,218,pr100102,Android,pr100102,1,0
U106937,1,1,124,pr100017,Windows,pr100017,1,1
U106938,2,2,52,Product101,Android,Product101,0,0
U106939,1,1,101,pr100195,Windows,pr100195,1,0
U106940,6,8,545,Pr100792,Linux,Pr100792,13,3
U106941,1,1,53,Pr100788,Android,Pr100788,1,0
U106942,1,2,229,Pr100063,Windows,pr100780,3,2
U106943,1,1,48,pr100017,Windows,pr100017,2,2
U106944,3,3,1120,Pr100089,Android,Pr100089,3,0
U106945,2,10,1757,pr100328,Windows,pr100328,2,2
U106946,2,7,126,Pr100560,Windows,Pr100560,1,12
U106947,1,1,94,pr100870,Android,pr100870,1,1
U106948,2,3,141,pr100758,Windows,pr100758,3,29
U106949,2,2,55,Pr102178,Windows,Pr102178,1,0
U106950,2,4,54,pr100002,Windows,Pr100195,5,0
U106951,1,6,420,pr100044,Android,Pr104389,8,8
U106952,2,3,521,Pr100136,Android,Pr100136,3,4
U106953,1,1,114,Pr100010,Android,Pr100010,1,0
U106954,1,6,98,Pr100050,Windows,Pr100050,2,5
U106955,1,4,101,pr101866,Windows,pr101866,0,5
U106956,2,6,106,pr100113,Windows,pr100113,7,4
U106957,1,1,59,pr100962,Android,pr100962,1,0
U106959,1,1,269,pr100084,Android,pr100084,2,0
U106960,1,5,167,pr100147,Windows,pr100147,3,0
U106961,4,19,182,Pr100197,Windows,Pr100197,6,3
U106962,3,8,390,pr100471,Android,pr100471,4,3
U106963,1,1,43,pr100895,Android,pr100895,0,1
U106964,2,3,336,Pr100017,Windows,Product101,3,3
U106967,1,1,78,Pr100167,"Mac OS X",Pr100167,1,0
U106968,1,2,72,Pr100371,Windows,Pr100371,1,0
U106969,2,4,650,Pr100279,"Mac OS X",Pr100279,2,11
U106970,3,9,50,Pr100089,Android,Pr100618,12,7
U106971,1,1,207,pr101472,Android,pr101472,1,0
U106972,0,1,67,Pr100008,Windows,Pr100008,0,0
U106973,2,2,1650,Pr100794,Windows,Pr100794,1,0
U106974,3,11,155,Pr100044,Windows,Pr100051,10,21
U106975,1,10,52,Pr100017,Windows,Pr100390,0,3
U106976,1,1,408,Pr100025,Android,Pr100025,1,0
U106977,1,5,186,pr100645,Android,pr100645,0,4
U106978,4,34,392,pr100015,Android,pr100050,9,7
U106979,2,5,621,pr100021,Windows,pr100021,2,0
U106980,4,14,708,pr100485,Windows,pr100485,21,22
U106981,1,4,1099,Pr100166,Android,Pr100166,3,4
U106982,4,15,516,pr101042,Windows,pr101042,17,40
U106983,2,8,1084,Pr100040,Windows,Pr100040,4,15
U106984,1,2,67,pr100200,Android,pr100200,1,1
U106985,1,3,120,Pr101054,Windows,Pr101054,1,11
U106986,1,1,880,pr101510,Windows,pr101510,2,0
U106987,1,3,2034,pr100097,windows,pr100097,2,1
U106988,1,1,146,pr100044,Windows,pr100044,1,0
U106989,3,6,76,pr100690,Android,pr100690,4,9
U106990,1,2,55,Pr100005,"Mac OS X",Pr100005,2,1
U106991,1,1,44,Pr100025,Android,Pr100025,1,1
U106993,5,4,372,Pr100044,Android,Pr100044,9,1
U106994,1,1,85,Product101,windows,Product101,0,3
U106995,3,20,32,Pr100017,windows,Product101,10,14
U106996,3,14,203,Pr100234,Android,Pr100234,10,9
U106997,1,1,495,pr100036,Android,pr100036,1,0
U106998,3,3,635,Pr100327,Android,Pr100327,3,0
U107000,1,2,340,Pr100137,Windows,Pr100137,1,3
U107001,1,1,73,Pr100182,Android,Pr100182,2,1
U107002,1,3,73,pr100200,Windows,pr100200,0,9
U107003,1,2,347,Pr100025,Android,Pr100025,1,2
U107004,4,7,51,pr101163,Windows,pr101163,6,6
U107005,1,2,79,Pr100489,Windows,Pr100489,1,0
U107006,2,6,208,Pr100013,windows,Pr100013,1,2
U107007,1,1,57,Pr101039,Android,Pr101039,3,1
U107008,1,6,142,Pr100219,Windows,pr101244,0,10
U107010,2,3,144,pr100017,"Mac OS X",pr100017,3,1
U107012,1,2,300,Product101,Windows,Product101,0,7
U107013,1,1,346,Pr100636,Windows,Pr100636,1,0
U107014,1,2,835,Pr100486,Android,Pr100486,1,0
U107015,3,9,1074,pr100263,windows,pr100263,12,1
U107016,1,2,169,Product101,Windows,Product101,0,4
U107017,1,8,82,pr100277,Windows,pr100277,3,0
U107018,1,1,819,Pr100017,Android,Pr100017,1,0
U107019,2,7,263,Pr101689,Windows,Pr101689,2,1
U107020,2,1,1386,Pr100469,Windows,Pr100469,2,0
U107022,1,3,165,Pr100085,Windows,Pr100085,1,15
U107023,1,2,364,Product101,Android,Product101,0,3
U107024,1,5,67,pr100287,Windows,Product101,14,31
U107025,3,8,764,Pr100229,Windows,Pr100229,4,1
U107026,1,3,387,Pr100760,Windows,Pr101224,4,1
U107027,1,1,1654,pr101655,Windows,pr101655,1,0
U107028,2,2,695,Pr100279,Windows,Pr100279,1,2
U107029,2,2,155,Pr100089,Android,Pr100089,2,0
U107030,0,0,200,Product101,"Mac OS X",Product101,0,0
U107031,1,1,300,Product101,Android,Product101,0,1
U107032,1,3,86,Product101,Windows,Product101,0,3
U107033,2,15,399,Pr101042,Windows,Product101,42,111
U107034,1,4,956,Product101,Android,Product101,2,5
U107035,2,2,147,Pr100017,Windows,Product101,2,1
U107036,2,3,47,Pr100119,"mac os x",Pr100119,1,10
U107037,1,1,53,Pr100829,Android,Pr100829,0,1
U107038,0,1,63,Pr100739,Android,Pr100739,0,0
U107039,2,2,339,pr100013,Windows,pr100013,1,2
U107040,3,7,285,pr100044,Windows,pr100044,5,29
U107041,3,8,250,Pr100025,Android,Pr100182,7,0
U107042,0,0,58,Pr100812,Android,Pr100812,0,0
U107043,0,3,59,Pr100241,Windows,Pr100241,0,0
U107044,1,2,656,pr100025,Android,pr100025,1,1
U107045,1,1,58,pr100108,Android,pr100108,1,0
U107046,1,10,154,Pr100017,Android,Pr100017,15,13
U107047,1,1,89,pr100355,Windows,pr100355,2,0
U107048,1,3,1170,Pr101148,windows,Pr101148,1,0
U107049,1,1,117,pr100325,Windows,pr100325,2,0
U107050,1,1,394,Pr100609,Windows,Pr100609,1,0
U107051,2,6,384,pr100028,Windows,pr100028,1,7
U107052,2,2,290,pr100080,Windows,pr100080,2,2
U107053,1,5,160,Pr100010,Windows,Pr100971,5,23
U107054,2,4,71,Pr100912,android,Pr100912,2,2
